4.100000000000000000e+03,3.449050226688207488e+01
5.000000000000000000e+02,3.590582481649295232e+01
5.000000000000000000e+01,3.800329968798392599e+01
3.400000000000000000e+03,3.457389107315427168e+01
1.900000000000000000e+03,3.485689707453168040e+01
3.700000000000000000e+03,3.446907545310919119e+01
4.000000000000000000e+02,3.575986796056076855e+01
7.000000000000000000e+02,3.519229304929876179e+01
4.200000000000000000e+03,3.440560685687700015e+01
5.000000000000000000e+03,3.430313632081883668e+01
6.000000000000000000e+03,3.430842090585605320e+01
3.100000000000000000e+03,3.465715630776045941e+01
8.000000000000000000e+02,3.514599758370560068e+01
6.000000000000000000e+02,3.546566859628415358e+01
1.800000000000000000e+03,3.479765297501622712e+01
1.600000000000000000e+03,3.467140394988277308e+01
1.200000000000000000e+03,3.501880787430340547e+01
4.600000000000000000e+03,3.427994598899979195e+01
2.200000000000000000e+03,3.487291888730163691e+01
1.400000000000000000e+03,3.488829656978334270e+01
3.500000000000000000e+03,3.460258403061631327e+01
4.800000000000000000e+03,3.433355604505410241e+01
3.000000000000000000e+02,3.599340368311458604e+01
3.300000000000000000e+03,3.459794800953503113e+01
4.300000000000000000e+03,3.441729561682823402e+01
3.900000000000000000e+03,3.451215318945087773e+01
2.900000000000000000e+03,3.451873022459152907e+01
9.000000000000000000e+02,3.522611317300716394e+01
4.900000000000000000e+03,3.449025128502601945e+01
4.500000000000000000e+03,3.423324846859498649e+01
8.500000000000000000e+03,3.405459801292669653e+01
1.000000000000000000e+02,3.742910900483386172e+01
8.000000000000000000e+03,3.423660858776235472e+01
6.500000000000000000e+03,3.432533728061788025e+01
2.500000000000000000e+03,3.464575852201096495e+01
9.000000000000000000e+03,3.420195140086407548e+01
7.500000000000000000e+03,3.408925996497990241e+01
4.700000000000000000e+03,3.416704897046859202e+01
3.800000000000000000e+03,3.448676794525117373e+01
1.100000000000000000e+03,3.529229683676440033e+01
2.000000000000000000e+02,3.653300896936748643e+01
2.300000000000000000e+03,3.470730402345402155e+01
9.500000000000000000e+03,3.415215579576037896e+01
2.000000000000000000e+03,3.474213306444902827e+01
4.000000000000000000e+03,3.424695680021668664e+01
7.000000000000000000e+03,3.428240605599715707e+01
5.500000000000000000e+03,3.418631573608315932e+01
3.000000000000000000e+03,3.448334942159581828e+01
2.100000000000000000e+03,3.477068130484969544e+01
2.600000000000000000e+03,3.464845000715502721e+01
1.700000000000000000e+03,3.497893211225553500e+01
2.400000000000000000e+03,3.460789833488429679e+01
1.000000000000000000e+03,3.525061135964190839e+01
2.800000000000000000e+03,3.465028238837918195e+01
3.600000000000000000e+03,3.449857116974519045e+01
1.000000000000000000e+04,3.409335769901555580e+01
2.700000000000000000e+03,3.466753711022521856e+01
1.300000000000000000e+03,3.496383697578660588e+01
3.200000000000000000e+03,3.465992852105620159e+01
4.400000000000000000e+03,3.425912870474553529e+01
1.500000000000000000e+03,3.520616839482434557e+01
