5.000000000000000000e+01,1.347135641826071684e+01,6.907743273330410605e-02
1.000000000000000000e+02,1.355567517349587092e+01,5.963238029515901401e-02
2.000000000000000000e+02,1.349339187947824747e+01,6.578619784229636225e-02
3.000000000000000000e+02,1.350531521634948717e+01,6.462903324257900095e-02
4.000000000000000000e+02,1.351251857638078491e+01,6.368563761791432021e-02
5.000000000000000000e+02,1.350431115535212356e+01,6.474538314745330314e-02
6.000000000000000000e+02,1.349758554043227221e+01,6.532311454449377108e-02
7.000000000000000000e+02,1.350341106703671734e+01,6.460576945976408136e-02
8.000000000000000000e+02,1.350192723091913116e+01,6.477903458876632659e-02
9.000000000000000000e+02,1.350096740352750579e+01,6.484846561673944521e-02
1.000000000000000000e+03,1.350636508458664231e+01,6.435424632960567992e-02
1.100000000000000000e+03,1.349180821626102045e+01,6.583622698461860656e-02
1.200000000000000000e+03,1.351002649696766333e+01,6.389202945623317920e-02
1.300000000000000000e+03,1.350362889563117008e+01,6.451241100405444295e-02
1.400000000000000000e+03,1.350554639574141369e+01,6.432358971457059760e-02
1.500000000000000000e+03,1.350315613746066035e+01,6.463959236268319863e-02
1.600000000000000000e+03,1.349986043288846282e+01,6.494997304705447949e-02
1.700000000000000000e+03,1.351079671142039196e+01,6.376964248665865920e-02
1.800000000000000000e+03,1.349817417835905076e+01,6.516446200815144418e-02
1.900000000000000000e+03,1.349645145323514939e+01,6.529236920993483628e-02
2.000000000000000000e+03,1.350227755297206045e+01,6.470214383509789724e-02
2.100000000000000000e+03,1.349966212361296947e+01,6.494282650672111856e-02
2.200000000000000000e+03,1.350657278600663957e+01,6.426655403796062427e-02
2.300000000000000000e+03,1.349678209905018988e+01,6.526190111804812399e-02
2.400000000000000000e+03,1.349322820710775694e+01,6.565045197223826068e-02
2.500000000000000000e+03,1.350538898327578430e+01,6.435455282223231932e-02
2.600000000000000000e+03,1.350307402379706900e+01,6.457435245475363905e-02
2.700000000000000000e+03,1.349429005065754872e+01,6.555645501013289411e-02
2.800000000000000000e+03,1.349306079143585180e+01,6.569832995554898691e-02
2.900000000000000000e+03,1.348631454500706184e+01,6.641899437309654874e-02
3.000000000000000000e+03,1.350321858828522181e+01,6.456583504962649933e-02
3.100000000000000000e+03,1.350149560113337621e+01,6.477289881589856635e-02
3.200000000000000000e+03,1.349402559007023328e+01,6.557037288637157513e-02
3.300000000000000000e+03,1.349412452776037163e+01,6.554604678684236574e-02
3.400000000000000000e+03,1.349778868970071599e+01,6.514099523932968816e-02
3.500000000000000000e+03,1.350704310926747986e+01,6.416405263984249763e-02
3.600000000000000000e+03,1.350311780458850741e+01,6.456647936729567605e-02
3.700000000000000000e+03,1.349379500063031401e+01,6.558137454318843651e-02
3.800000000000000000e+03,1.350287387445214371e+01,6.461624852768935168e-02
3.900000000000000000e+03,1.349858471460265186e+01,6.507841736011737988e-02
4.000000000000000000e+03,1.350678260645692674e+01,6.417377043356550792e-02
4.100000000000000000e+03,1.351238224867108784e+01,6.356730467054187705e-02
4.200000000000000000e+03,1.350415431101326291e+01,6.444970417984489941e-02
4.300000000000000000e+03,1.349789660145103554e+01,6.515035504038477199e-02
4.400000000000000000e+03,1.350153669232827269e+01,6.474047692125275977e-02
4.500000000000000000e+03,1.349542092119818015e+01,6.540146555639211878e-02
4.600000000000000000e+03,1.349402849569959884e+01,6.554987196557135465e-02
4.700000000000000000e+03,1.349778608555796744e+01,6.515172574329047839e-02
4.800000000000000000e+03,1.349775000784712198e+01,6.516070626400624621e-02
4.900000000000000000e+03,1.349907359841693832e+01,6.501369056238227861e-02
5.000000000000000000e+03,1.350555296300813168e+01,6.430427810391431409e-02
5.500000000000000000e+03,1.349735394923703424e+01,6.518508051383394009e-02
6.000000000000000000e+03,1.349978798607496877e+01,6.492258213911616949e-02
6.500000000000000000e+03,1.349072195279514474e+01,6.591647712673630310e-02
7.000000000000000000e+03,1.350662348246477862e+01,6.418941641919251317e-02
7.500000000000000000e+03,1.350009466002480885e+01,6.488963428020405599e-02
8.000000000000000000e+03,1.349925215069044349e+01,6.497369648236299422e-02
8.500000000000000000e+03,1.350208146731127101e+01,6.467686557909564649e-02
9.000000000000000000e+03,1.350327036306412154e+01,6.454006777211804269e-02
9.500000000000000000e+03,1.350171640741238832e+01,6.470555433731194073e-02
1.000000000000000000e+04,1.349808002201223722e+01,6.510935238719997575e-02
