dH sigma,dS sigma,effective barrier,permeability,max barrier,max enthalpic barrier,max entropic barrier
2.0,3.3333333333333335e-05,18.482964391224595,3.7815089782229877e-06,22.189709907761298,13.184845569236453,-0.029841565049422793
2.0,0.0001666666666666667,18.49307344104063,3.71788477339403e-06,21.820366250670606,12.87845722438163,-0.029266399758473127
2.0,0.0003333333333333334,18.494093098346983,3.7115270027944786e-06,21.238192830188922,12.160505955784979,-0.02842454993795413
2.0,0.0016666666666666668,18.619617703242373,3.006413785137422e-06,21.80088586417864,12.958824850363364,-0.022603920728435777
2.0,0.0033333333333333335,18.96723670613204,1.6774298917131517e-06,22.017915831601307,12.215106894073408,-0.014204038081995517
2.0,0.005,19.531843392473313,6.502227276712443e-07,23.850521099938362,12.79993326858027,-0.006093186207853374
2.0,0.006666666666666667,20.27645623628837,1.8632045627613484e-07,24.472428126124477,12.520465416159832,-0.0006300529655838688
2.0,0.008333333333333333,21.101645950516122,4.66359344719091e-08,28.080125248882943,13.137219558901515,0.011081132067707777
2.0,0.01,21.902087691662008,1.2168061524936704e-08,30.14341159877298,12.924650424712702,0.02211719111900115
2.0,0.013333333333333334,23.777550997392634,5.224706928097772e-10,34.689577739081045,13.768806176799767,0.03437259681099332
2.0,0.016666666666666666,25.574833297487032,2.557962677800256e-11,40.170379276125104,12.149366562335938,0.047269727160791156
2.0,0.02,27.533024576844138,9.559350789863155e-13,42.63101702740872,12.939609995137884,0.0684826699094479
2.0,0.023333333333333334,29.258392704786893,5.280609542286249e-14,47.348286872947575,12.874054741979027,0.07741607945327522
2.0,0.02666666666666667,31.167039044170664,2.1445447096814042e-15,48.862312562263426,14.053169101776108,0.0979148771538142
2.0,0.03,33.054253652967816,9.02836848801462e-17,71.84223473404467,12.883473146876435,0.10915301936169272
2.0,0.03333333333333333,32.92719032161785,1.1174673287657613e-16,62.805971885788324,13.378657119281216,0.12761102050393092
2.5,3.3333333333333335e-07,19.537603917771786,6.439659231596977e-07,24.926097332789347,15.926105753217975,-0.02999851485017153
2.5,3.3333333333333333e-06,19.545972435590873,6.349835501468503e-07,24.498861271479775,15.499085309153624,-0.029985128083056044
2.5,3.3333333333333335e-05,19.552263700061193,6.283133994131214e-07,24.018448291097975,14.997460619188704,-0.029842294060327137
2.5,0.0001666666666666667,19.562917879554924,6.171769919973571e-07,23.12564138052629,14.021887108953557,-0.029291923496388355
2.5,0.0003333333333333334,19.556497387285415,6.238642276050356e-07,27.139823958820646,18.080843556260774,-0.028418155464469203
2.5,0.0016666666666666668,19.667108819196145,5.181523746253897e-07,24.24992605493817,15.571751226301771,-0.021913005078495112
2.5,0.0033333333333333335,19.961145223995498,3.1631028111517707e-07,24.03938155908667,14.243177107246334,-0.014941024272957116
2.5,0.005,20.4448580929318,1.4044308812236985e-07,26.327616773251624,14.028081053565025,-0.007126732419499994
2.5,0.006666666666666667,21.058427671960537,5.0144762708321575e-08,26.68531771722995,14.853937340150733,0.0013260805844818382
2.5,0.008333333333333333,21.759622601626173,1.545519182470515e-08,29.561184010805416,15.72855257063414,0.007037574626452124
2.5,0.01,22.5188231024428,4.321542672347137e-09,29.07607933320988,14.544205165687625,0.011138054727948925
2.5,0.013333333333333334,24.202495449489913,2.5602920206246e-10,33.98049893382554,14.798011006612425,0.03274786321148422
2.5,0.016666666666666666,26.02595876676913,1.1996002683486947e-11,38.19202487368152,15.890495764895409,0.044491270092569715
2.5,0.02,27.84766430134958,5.637219939653835e-13,42.76180710082823,14.479808197876455,0.05993392925738085
2.5,0.023333333333333334,29.778412938926344,2.20599274974829e-14,47.37297367011491,15.083472557228095,0.08365900569567444
2.5,0.02666666666666667,31.163979317986204,2.1555870127334974e-15,55.35135909492632,15.287659262598362,0.09374384736496903
2.5,0.03,33.436599599758495,4.7521478559101434e-17,54.06907164612881,14.80918934039618,0.11744319221557503
2.5,0.03333333333333333,35.63855364192435,1.179581660367495e-18,61.74894656913719,14.636036700507855,0.11622966583229652
3.0,3.3333333333333335e-07,20.636467712441902,1.0181749358262513e-07,26.94529433057253,17.945229030624198,-0.02999843818745129
3.0,3.3333333333333333e-06,20.65137605713779,9.93012332634067e-08,25.482281889247062,16.481847674204168,-0.029985511098750712
3.0,3.3333333333333335e-05,20.676762269610037,9.515876886137781e-08,26.2642023663924,17.2721206085701,-0.029843356415418656
3.0,0.0001666666666666667,20.654019015692572,9.88616832270145e-08,25.0469293070542,16.017218241924944,-0.02920684023251881
3.0,0.0003333333333333334,20.65953686396,9.795027190493644e-08,25.20467091807308,16.298704369144076,-0.028459630732529113
3.0,0.0016666666666666668,20.730100790591504,8.700947502297726e-08,27.12013823177728,17.861185420202823,-0.022044005488268795
3.0,0.0033333333333333335,20.9846107258834,5.67591701032978e-08,26.981673891891035,17.202808620346328,-0.014675544419819692
