4.900000000000000000e+03,1.778519773584601893e+01
1.600000000000000000e+03,1.778540666839164430e+01
2.900000000000000000e+03,1.779020094303222521e+01
5.000000000000000000e+01,1.782192510554928333e+01
7.500000000000000000e+03,1.778994664660147862e+01
3.200000000000000000e+03,1.778700059403306000e+01
3.900000000000000000e+03,1.778931100937518650e+01
4.400000000000000000e+03,1.779239395803513091e+01
1.500000000000000000e+03,1.778732259004329208e+01
5.500000000000000000e+03,1.779032130067629325e+01
1.700000000000000000e+03,1.779020533530165693e+01
3.800000000000000000e+03,1.778760736998076908e+01
1.800000000000000000e+03,1.778924804646712232e+01
8.500000000000000000e+03,1.778874743232640654e+01
3.000000000000000000e+03,1.779074956252609496e+01
2.400000000000000000e+03,1.778709475047235955e+01
3.300000000000000000e+03,1.778876617917611469e+01
3.600000000000000000e+03,1.778601048150484587e+01
1.200000000000000000e+03,1.778934839760453812e+01
3.500000000000000000e+03,1.778767807666952550e+01
2.700000000000000000e+03,1.779081446506074471e+01
2.300000000000000000e+03,1.779014875984803723e+01
3.400000000000000000e+03,1.778656104762647061e+01
2.200000000000000000e+03,1.778903970736636353e+01
2.000000000000000000e+03,1.778810291933209697e+01
4.200000000000000000e+03,1.778780211281739554e+01
4.600000000000000000e+03,1.778636378987836153e+01
1.900000000000000000e+03,1.778939732238732319e+01
2.000000000000000000e+02,1.778932100752467349e+01
5.000000000000000000e+02,1.778946521436510153e+01
4.500000000000000000e+03,1.778982801527940794e+01
1.300000000000000000e+03,1.778648640935613301e+01
9.000000000000000000e+03,1.778878275582401614e+01
1.000000000000000000e+02,1.778856917496534962e+01
4.000000000000000000e+03,1.778888895814896287e+01
3.100000000000000000e+03,1.778959820644670486e+01
6.000000000000000000e+03,1.779026029797092079e+01
4.700000000000000000e+03,1.778949116706546718e+01
2.100000000000000000e+03,1.778854339119022043e+01
3.000000000000000000e+02,1.778267488301849752e+01
1.100000000000000000e+03,1.778425587645886807e+01
1.000000000000000000e+04,1.778832592715405170e+01
4.800000000000000000e+03,1.778930576273245023e+01
4.300000000000000000e+03,1.779049161312558525e+01
1.400000000000000000e+03,1.778998094671667474e+01
4.100000000000000000e+03,1.779026641156566768e+01
5.000000000000000000e+03,1.778915796325953380e+01
9.500000000000000000e+03,1.778890642820783086e+01
6.000000000000000000e+02,1.779515966205450184e+01
6.500000000000000000e+03,1.778930236621259198e+01
9.000000000000000000e+02,1.778878840465531397e+01
2.800000000000000000e+03,1.778521600450149265e+01
4.000000000000000000e+02,1.778978274993379571e+01
1.000000000000000000e+03,1.778930195973859441e+01
8.000000000000000000e+03,1.778872520380279099e+01
7.000000000000000000e+02,1.778973693415364821e+01
2.500000000000000000e+03,1.778953105196571727e+01
7.000000000000000000e+03,1.778935489395580305e+01
3.700000000000000000e+03,1.779491517118905719e+01
8.000000000000000000e+02,1.778962571986092200e+01
2.600000000000000000e+03,1.779269879774989604e+01
