2.000000000000000000e+03,1.778884272370400765e+01
5.000000000000000000e+01,1.781387521030933740e+01
2.000000000000000000e+02,1.779739456645502216e+01
2.700000000000000000e+03,1.778956462602570454e+01
1.600000000000000000e+03,1.778675948367315485e+01
4.100000000000000000e+03,1.778803171445884246e+01
3.700000000000000000e+03,1.778907876860797899e+01
3.200000000000000000e+03,1.779171029169634366e+01
3.000000000000000000e+02,1.778940286051362207e+01
9.000000000000000000e+02,1.779335944360309796e+01
6.500000000000000000e+03,1.779091193011823435e+01
4.200000000000000000e+03,1.778798934526977860e+01
1.800000000000000000e+03,1.779240432102631431e+01
5.000000000000000000e+03,1.778852082930002609e+01
6.000000000000000000e+02,1.778443450673179171e+01
8.500000000000000000e+03,1.778661086476163788e+01
7.000000000000000000e+03,1.778736868974237240e+01
1.400000000000000000e+03,1.778920389706656735e+01
4.800000000000000000e+03,1.779250812529186376e+01
1.900000000000000000e+03,1.778637799240613404e+01
3.400000000000000000e+03,1.778804189185862228e+01
4.300000000000000000e+03,1.778705985516003096e+01
1.000000000000000000e+04,1.778975998729307406e+01
2.500000000000000000e+03,1.778885863537851364e+01
3.800000000000000000e+03,1.778951061431528657e+01
8.000000000000000000e+02,1.778963162754605420e+01
7.000000000000000000e+02,1.779994979771837293e+01
2.800000000000000000e+03,1.778881580266293128e+01
3.300000000000000000e+03,1.778778166474406675e+01
4.400000000000000000e+03,1.779128250304199810e+01
1.000000000000000000e+02,1.781070282896664025e+01
8.000000000000000000e+03,1.778831781097927234e+01
1.100000000000000000e+03,1.779121603616525249e+01
4.600000000000000000e+03,1.778877768168049300e+01
6.000000000000000000e+03,1.779077218536277627e+01
3.900000000000000000e+03,1.778729434088878847e+01
9.000000000000000000e+03,1.779016832061722297e+01
3.000000000000000000e+03,1.779056042649279945e+01
3.500000000000000000e+03,1.779081520366412761e+01
4.700000000000000000e+03,1.778740144412100932e+01
1.300000000000000000e+03,1.779293412331087154e+01
7.500000000000000000e+03,1.778956413555853189e+01
5.000000000000000000e+02,1.779396008520756567e+01
2.100000000000000000e+03,1.778970906062020418e+01
4.900000000000000000e+03,1.779093740700284698e+01
2.900000000000000000e+03,1.779246901040488993e+01
3.100000000000000000e+03,1.778761374344561474e+01
2.200000000000000000e+03,1.779157621812202805e+01
3.600000000000000000e+03,1.778764601235394949e+01
1.700000000000000000e+03,1.779021551352372299e+01
4.000000000000000000e+03,1.778904513177941737e+01
9.500000000000000000e+03,1.778970229343971710e+01
4.500000000000000000e+03,1.778878936975182157e+01
2.300000000000000000e+03,1.778969661977006211e+01
2.400000000000000000e+03,1.778720910908606356e+01
1.000000000000000000e+03,1.779327538336444547e+01
1.500000000000000000e+03,1.778974973594580433e+01
2.600000000000000000e+03,1.779021704222847333e+01
5.500000000000000000e+03,1.778824138705352809e+01
1.200000000000000000e+03,1.778906569060507081e+01
4.000000000000000000e+02,1.778082217737717485e+01
