4.300000000000000000e+03,1.658552228329708811e+01,3.658869305031621521e-04
6.000000000000000000e+02,1.658711080505861801e+01,3.670349101790115558e-04
2.300000000000000000e+03,1.658428128038858773e+01,3.668874039587862747e-04
5.000000000000000000e+02,1.659560158845577860e+01,3.618494268736284838e-04
2.000000000000000000e+02,1.659796489869142988e+01,3.644597822941802556e-04
1.700000000000000000e+03,1.658936782369547913e+01,3.639651110288242121e-04
3.600000000000000000e+03,1.658338450513786455e+01,3.672125234340095222e-04
7.500000000000000000e+03,1.658419452643434866e+01,3.665118353899165051e-04
2.700000000000000000e+03,1.658499338611163054e+01,3.663653577378391413e-04
3.100000000000000000e+03,1.658221378418080505e+01,3.680301078992442658e-04
4.000000000000000000e+02,1.659640883447139714e+01,3.621391669964842239e-04
5.000000000000000000e+03,1.658279578916353003e+01,3.674676780007558093e-04
4.100000000000000000e+03,1.658581588976377574e+01,3.656788852780895821e-04
9.000000000000000000e+03,1.658448666779081648e+01,3.662988373269246293e-04
2.400000000000000000e+03,1.658639933616532502e+01,3.655448723512222191e-04
1.000000000000000000e+04,1.658429945091586433e+01,3.664174831954365827e-04
6.500000000000000000e+03,1.658353214045154189e+01,3.669849684862287634e-04
2.200000000000000000e+03,1.658659594028557649e+01,3.656648337945276987e-04
2.600000000000000000e+03,1.658504384180248081e+01,3.663879071009420768e-04
1.000000000000000000e+03,1.658425135732904110e+01,3.677931090805049304e-04
4.500000000000000000e+03,1.658358543353674719e+01,3.670017253567970793e-04
8.500000000000000000e+03,1.658392126591233762e+01,3.666745760718413726e-04
2.900000000000000000e+03,1.658545189307956136e+01,3.660836025195296690e-04
4.600000000000000000e+03,1.658341837923666873e+01,3.671668804783089564e-04
1.300000000000000000e+03,1.658156016775297914e+01,3.690681261052237679e-04
1.400000000000000000e+03,1.658787179293338809e+01,3.650143368762347380e-04
6.000000000000000000e+03,1.658379186747470513e+01,3.667904863423431644e-04
3.900000000000000000e+03,1.658540803105919181e+01,3.659607125822738130e-04
3.300000000000000000e+03,1.658725007484165914e+01,3.649179384807631839e-04
3.000000000000000000e+03,1.658376478966593481e+01,3.671116513383106952e-04
1.800000000000000000e+03,1.658062451023499051e+01,3.693128463950658006e-04
2.100000000000000000e+03,1.658339000111885753e+01,3.676080382007316486e-04
1.200000000000000000e+03,1.658498010724490257e+01,3.670253116669311313e-04
1.500000000000000000e+03,1.658682762248524867e+01,3.656343560641246260e-04
1.600000000000000000e+03,1.658201205544632018e+01,3.685258573046168635e-04
9.500000000000000000e+03,1.658420091014576059e+01,3.664930343725944679e-04
4.800000000000000000e+03,1.658538972431994196e+01,3.659331140859762156e-04
8.000000000000000000e+03,1.658520546650580485e+01,3.659217985096477896e-04
3.500000000000000000e+03,1.658435343563417064e+01,3.666928085556937040e-04
7.000000000000000000e+02,1.658591304173113556e+01,3.673987564175822790e-04
3.200000000000000000e+03,1.658583529974411164e+01,3.657573016870003884e-04
3.000000000000000000e+02,1.659194509902630443e+01,3.658345519589376428e-04
4.700000000000000000e+03,1.658210159861711119e+01,3.679596236265835385e-04
3.800000000000000000e+03,1.658705965201410137e+01,3.649635194510017933e-04
1.100000000000000000e+03,1.658643388631864468e+01,3.664184904088741822e-04
5.500000000000000000e+03,1.658315543562565608e+01,3.672106523853397903e-04
4.400000000000000000e+03,1.658362458045453280e+01,3.670476644937371185e-04
8.000000000000000000e+02,1.659126421561990838e+01,3.636798209310042177e-04
1.900000000000000000e+03,1.658048402555370870e+01,3.694699427570434210e-04
4.000000000000000000e+03,1.658386087778612961e+01,3.669149461787977236e-04
3.700000000000000000e+03,1.658461043952955905e+01,3.664687783828297104e-04
2.800000000000000000e+03,1.658399111293110906e+01,3.669603063566239851e-04
2.000000000000000000e+03,1.658533140350547086e+01,3.665066495300691113e-04
9.000000000000000000e+02,1.658850845193793688e+01,3.654748078979428989e-04
3.400000000000000000e+03,1.658215576746763276e+01,3.680762527431767606e-04
2.500000000000000000e+03,1.658781634718090459e+01,3.646435734008789684e-04
1.000000000000000000e+02,1.661529982895369173e+01,3.593435648744332852e-04
4.900000000000000000e+03,1.658711280731744253e+01,3.648176056657007255e-04
5.000000000000000000e+01,1.664473075935730861e+01,3.536718464171979500e-04
4.200000000000000000e+03,1.658446871154918512e+01,3.665492037515234421e-04
7.000000000000000000e+03,1.658487090396163310e+01,3.661106060360861184e-04
